213,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллиард киловатт-часов",249,"10^9 кВт.ч","МЛРД КВТ.Ч",5,2
214,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча киловольт-ампер реактивных",250,"10^3 кВ.А Р","ТЫС КВ.А Р",5,2
215,1,NULL,NULL,NULL,NULL,NULL,NULL,"Лошадиная сила",251,"л. с",ЛС,5,2
216,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча лошадиных сил",252,"10^3 л. с","ТЫС ЛС",5,2
217,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллион лошадиных сил",253,"10^6 л. с","МЛН ЛС",5,2
218,1,NULL,NULL,NULL,NULL,NULL,NULL,Бит,254,бит,БИТ,5,2
219,1,NULL,NULL,NULL,NULL,NULL,NULL,Байт,255,бай,БАЙТ,5,2
220,1,NULL,NULL,NULL,NULL,NULL,NULL,Килобайт,256,кбайт,КБАЙТ,5,2
221,1,NULL,NULL,NULL,NULL,NULL,NULL,Мегабайт,257,Мбайт,МБАЙТ,5,2
222,1,NULL,NULL,NULL,NULL,NULL,NULL,Бод,258,бод,БОД,5,2
223,1,NULL,NULL,NULL,NULL,NULL,NULL,Генри,287,Гн,ГН,5,2
224,1,NULL,NULL,NULL,NULL,NULL,NULL,Тесла,313,Тл,ТЛ,5,2
225,1,NULL,NULL,NULL,NULL,NULL,NULL,"Килограмм на квадратный сантиметр",317,кг/см^2,КГ/СМ2,5,2
226,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллиметр водяного столба",337,"мм вод. ст","ММ ВОД СТ",5,2
227,1,NULL,NULL,NULL,NULL,NULL,NULL,"Миллиметр ртутного столба",338,"мм рт. ст","ММ РТ СТ",5,2
228,1,NULL,NULL,NULL,NULL,NULL,NULL,"Сантиметр водяного столба",339,"см вод. ст","СМ ВОД СТ",5,2
229,1,NULL,NULL,NULL,NULL,NULL,NULL,Микросекунда,352,мкс,МКС,6,2
230,1,NULL,NULL,NULL,NULL,NULL,NULL,Миллисекунда,353,млс,МЛС,6,2
231,1,NULL,NULL,NULL,NULL,NULL,NULL,Рубль,383,руб,РУБ,7,2
232,1,NULL,NULL,NULL,NULL,NULL,NULL,"Тысяча рублей",384,"10^3 руб","ТЫС РУБ",7,2
